AutoID,timestamp,location,price,FirstName,LastName
50,1/7/14,Katerina’s Café,25.54,Anda,Ribera
51,1/7/14,Ouzeri Elian,20.53,Rachel,Pantanal
52,1/8/14,Hallowed Grounds,5.85,Emile,Arpa
53,1/8/14,Brew've Been Served,3.09,Mat,Bramar
54,1/8/14,Hallowed Grounds,3.9,Rachel,Pantanal
55,1/8/14,Coffee Shack,13.13,Varro,Awelon
56,1/8/14,Brew've Been Served,14.88,Cornelia,Lais
57,1/8/14,Brew've Been Served,8.4,Ruscella,Mies Haber
58,1/8/14,Brew've Been Served,3.92,Dante,Coginian
59,1/8/14,Hallowed Grounds,11.63,Anda,Ribera
60,1/8/14,Brew've Been Served,11.48,Linda,Lagos
61,1/8/14,Coffee Cameleon,16.17,Carla,Forluniau
62,1/8/14,Abila Zacharo,22.13,Ruscella,Mies Haber
63,1/8/14,Gelatogalore,32.79,Linda,Lagos
64,1/8/14,Kalami Kafenion,18.18,Anda,Ribera
65,1/8/14,Kalami Kafenion,22.49,Dante,Coginian
66,1/8/14,Ouzeri Elian,24.92,Cornelia,Lais
67,1/8/14,Abila Zacharo,28.25,Rachel,Pantanal
68,1/8/14,Gelatogalore,22.27,Carla,Forluniau
69,1/8/14,Kalami Kafenion,34.98,Varro,Awelon
70,1/8/14,Gelatogalore,39.94,Mat,Bramar
71,1/8/14,Kalami Kafenion,31.43,Emile,Arpa
72,1/8/14,Katerina’s Café,34.25,Ruscella,Mies Haber
73,1/8/14,Katerina’s Café,13.83,Linda,Lagos
74,1/8/14,Frydos Autosupply n' More,214.07,Carla,Forluniau
75,1/8/14,Frydos Autosupply n' More,268.89,Anda,Ribera
76,1/8/14,Hippokampos,16.75,Varro,Awelon
77,1/8/14,Katerina’s Café,16.93,Dante,Coginian
78,1/9/14,Hallowed Grounds,15.24,Emile,Arpa
79,1/9/14,Coffee Shack,5.01,Varro,Awelon
80,1/9/14,Brew've Been Served,18.25,Dante,Coginian
81,1/9/14,Hallowed Grounds,16.72,Anda,Ribera
82,1/9/14,Coffee Cameleon,4.88,Carla,Forluniau
83,1/9/14,Hallowed Grounds,15.33,Rachel,Pantanal
84,1/9/14,Gelatogalore,19.2,Ruscella,Mies Haber
85,1/9/14,Hippokampos,27.47,Carla,Forluniau
86,1/9/14,Gelatogalore,23.23,Linda,Lagos
87,1/9/14,Hippokampos,19.22,Cornelia,Lais
88,1/9/14,Gelatogalore,24.68,Rachel,Pantanal
89,1/9/14,Kalami Kafenion,19.84,Mat,Bramar
90,1/9/14,Kalami Kafenion,10.94,Emile,Arpa
91,1/9/14,Kalami Kafenion,35.99,Anda,Ribera
92,1/9/14,Guy's Gyros,27.69,Dante,Coginian
93,1/9/14,Gelatogalore,36.75,Varro,Awelon
94,1/9/14,Katerina’s Café,35.92,Emile,Arpa
95,1/9/14,Katerina’s Café,26.6,Mat,Bramar
96,1/9/14,Katerina’s Café,30.97,Anda,Ribera
97,1/9/14,Katerina’s Café,29.82,Dante,Coginian
98,1/9/14,Albert's Fine Clothing,224.52,Varro,Awelon
99,1/9/14,Katerina’s Café,13.78,Ruscella,Mies Haber
100,1/9/14,Guy's Gyros,8.23,Cornelia,Lais
101,1/9/14,Shoppers' Delight,258.43,Rachel,Pantanal
102,1/10/14,Hallowed Grounds,16.75,Emile,Arpa
103,1/10/14,Brew've Been Served,4.88,Mat,Bramar
104,1/10/14,Hallowed Grounds,17.63,Rachel,Pantanal
105,1/10/14,Coffee Cameleon,9.69,Carla,Forluniau
106,1/10/14,Brew've Been Served,5.91,Cornelia,Lais
107,1/10/14,Hallowed Grounds,9.34,Anda,Ribera
108,1/10/14,Brew've Been Served,14.36,Linda,Lagos
109,1/10/14,Katerina’s Café,21.22,Carla,Forluniau
110,1/10/14,Abila Zacharo,31.34,Rachel,Pantanal
111,1/10/14,Kalami Kafenion,27.48,Ruscella,Mies Haber
112,1/10/14,Guy's Gyros,38.15,Linda,Lagos
113,1/10/14,Ouzeri Elian,24.74,Cornelia,Lais
114,1/10/14,Guy's Gyros,16.34,Emile,Arpa
115,1/10/14,Abila Zacharo,9.32,Anda,Ribera
116,1/10/14,Gelatogalore,32.19,Dante,Coginian
117,1/10/14,Hippokampos,19.88,Varro,Awelon
118,1/10/14,Frydos Autosupply n' More,43.65,Dante,Coginian
119,1/10/14,Katerina’s Café,8.14,Linda,Lagos
120,1/10/14,Katerina’s Café,21.28,Ruscella,Mies Haber
121,1/10/14,Guy's Gyros,25.81,Cornelia,Lais
122,1/11/14,Katerina’s Café,45.21,Carla,Forluniau
123,1/11/14,Hippokampos,22.23,Anda,Ribera
124,1/11/14,Kalami Kafenion,35.66,Varro,Awelon
125,1/11/14,Shoppers' Delight,238.52,Carla,Forluniau
126,1/11/14,General Grocer,78.02,Emile,Arpa
127,1/11/14,Katerina’s Café,20.71,Anda,Ribera
128,1/11/14,Guy's Gyros,36.2,Cornelia,Lais
129,1/11/14,Katerina’s Café,25.76,Mat,Bramar
130,1/11/14,Katerina’s Café,52.45,Dante,Coginian
131,1/11/14,Frydos Autosupply n' More,236.25,Emile,Arpa
132,1/11/14,Hippokampos,69.8,Varro,Awelon
133,1/11/14,Katerina’s Café,94.68,Carla,Forluniau
134,1/12/14,Ouzeri Elian,98.45,Ruscella,Mies Haber
135,1/12/14,Hippokampos,29.2,Varro,Awelon
136,1/12/14,Guy's Gyros,30.47,Emile,Arpa
137,1/12/14,Kronos Mart,147.3,Ruscella,Mies Haber
138,1/12/14,General Grocer,159.3,Varro,Awelon
139,1/12/14,Katerina’s Café,40.94,Ruscella,Mies Haber
140,1/12/14,Frydos Autosupply n' More,88.93,Cornelia,Lais
141,1/12/14,Katerina’s Café,39.3,Emile,Arpa
142,1/12/14,Katerina’s Café,16.34,Linda,Lagos
143,1/12/14,Katerina’s Café,40.25,Mat,Bramar
144,1/12/14,Frydos Autosupply n' More,161.96,Dante,Coginian
145,1/13/14,Brew've Been Served,9.53,Mat,Bramar
146,1/13/14,Hallowed Grounds,6.32,Anda,Ribera
147,1/13/14,Brew've Been Served,13.37,Linda,Lagos
148,1/13/14,Coffee Cameleon,17.49,Carla,Forluniau
149,1/13/14,Coffee Shack,4.09,Varro,Awelon
150,1/13/14,Hallowed Grounds,15.96,Rachel,Pantanal
151,1/13/14,Brew've Been Served,19.89,Dante,Coginian
152,1/13/14,Katerina’s Café,38.98,Carla,Forluniau
153,1/13/14,Hippokampos,14.04,Ruscella,Mies Haber
154,1/13/14,Guy's Gyros,21.03,Linda,Lagos
155,1/13/14,Kalami Kafenion,20.33,Cornelia,Lais
156,1/13/14,Gelatogalore,36.24,Dante,Coginian
157,1/13/14,Guy's Gyros,38.07,Varro,Awelon
158,1/13/14,Gelatogalore,37.17,Rachel,Pantanal
159,1/13/14,Hippokampos,26.96,Mat,Bramar
160,1/13/14,Guy's Gyros,36.87,Emile,Arpa
161,1/13/14,Frydos Autosupply n' More,188.57,Emile,Arpa
162,1/13/14,Frydos Autosupply n' More,64.6,Linda,Lagos
163,1/13/14,Ouzeri Elian,21.83,Rachel,Pantanal
164,1/13/14,Katerina’s Café,33.57,Ruscella,Mies Haber
165,1/13/14,Guy's Gyros,19.77,Cornelia,Lais
166,1/13/14,Hippokampos,32.29,Varro,Awelon
167,1/13/14,Frydos Autosupply n' More,202.05,Carla,Forluniau
168,1/14/14,Brew've Been Served,14.67,Cornelia,Lais
169,1/14/14,Hallowed Grounds,16.67,Emile,Arpa
170,1/14/14,Brew've Been Served,14.04,Mat,Bramar
171,1/14/14,Brew've Been Served,9.53,Dante,Coginian
172,1/14/14,Coffee Cameleon,11.67,Carla,Forluniau
173,1/14/14,Hallowed Grounds,10.65,Rachel,Pantanal
174,1/14/14,Brew've Been Served,16.39,Ruscella,Mies Haber
175,1/14/14,Coffee Shack,3.63,Varro,Awelon
176,1/14/14,Hallowed Grounds,6.16,Anda,Ribera
177,1/14/14,Brew've Been Served,11.53,Linda,Lagos
178,1/14/14,Abila Zacharo,31.09,Linda,Lagos
179,1/14/14,Kalami Kafenion,33.13,Ruscella,Mies Haber
180,1/14/14,Katerina’s Café,11.26,Carla,Forluniau
181,1/14/14,Katerina’s Café,31.69,Anda,Ribera
182,1/14/14,Ouzeri Elian,33.67,Rachel,Pantanal
183,1/14/14,Kalami Kafenion,27.65,Mat,Bramar
184,1/14/14,Gelatogalore,35.97,Cornelia,Lais
185,1/14/14,Ouzeri Elian,19.7,Varro,Awelon
186,1/14/14,Gelatogalore,22.03,Emile,Arpa
187,1/14/14,Hippokampos,16.73,Dante,Coginian
188,1/14/14,Guy's Gyros,35.12,Cornelia,Lais
189,1/14/14,Katerina’s Café,31.94,Ruscella,Mies Haber
190,1/14/14,Katerina’s Café,26.61,Dante,Coginian
191,1/14/14,Ouzeri Elian,20.95,Rachel,Pantanal
192,1/14/14,Katerina’s Café,25.4,Linda,Lagos
193,1/14/14,Katerina’s Café,28.05,Anda,Ribera
194,1/14/14,Frydos Autosupply n' More,49.21,Mat,Bramar
195,1/15/14,Hallowed Grounds,18.69,Anda,Ribera
196,1/15/14,Brew've Been Served,3.14,Mat,Bramar
197,1/15/14,Brew've Been Served,8.42,Cornelia,Lais
198,1/15/14,Brew've Been Served,5.75,Linda,Lagos
199,1/15/14,Coffee Shack,18.17,Varro,Awelon
200,1/15/14,Coffee Cameleon,16.31,Carla,Forluniau
201,1/15/14,Hallowed Grounds,14.39,Rachel,Pantanal
202,1/15/14,Brew've Been Served,3.47,Dante,Coginian
203,1/15/14,Katerina’s Café,28.56,Carla,Forluniau
204,1/15/14,Kalami Kafenion,38.5,Ruscella,Mies Haber
205,1/15/14,Ouzeri Elian,25.7,Cornelia,Lais
206,1/15/14,Kalami Kafenion,37.15,Linda,Lagos
207,1/15/14,Guy's Gyros,12.19,Anda,Ribera
208,1/15/14,Gelatogalore,24.96,Varro,Awelon
209,1/15/14,Ouzeri Elian,26.61,Emile,Arpa
210,1/15/14,Guy's Gyros,16.58,Dante,Coginian
211,1/15/14,Gelatogalore,22.36,Rachel,Pantanal
212,1/15/14,Abila Zacharo,26.82,Mat,Bramar
213,1/15/14,Katerina’s Café,36.8,Anda,Ribera
214,1/15/14,Guy's Gyros,24.91,Cornelia,Lais
215,1/15/14,Katerina’s Café,38.81,Ruscella,Mies Haber
216,1/15/14,Katerina’s Café,29.33,Linda,Lagos
217,1/15/14,Katerina’s Café,29.66,Carla,Forluniau
218,1/15/14,Katerina’s Café,21.61,Dante,Coginian
219,1/15/14,Albert's Fine Clothing,228.15,Varro,Awelon
220,1/15/14,Frydos Autosupply n' More,276.88,Mat,Bramar
221,1/15/14,Ouzeri Elian,8.57,Rachel,Pantanal
222,1/16/14,Brew've Been Served,5.05,Cornelia,Lais
223,1/16/14,Hallowed Grounds,17.92,Emile,Arpa
224,1/16/14,Coffee Shack,10.48,Varro,Awelon
225,1/16/14,Brew've Been Served,3.84,Mat,Bramar
226,1/16/14,Coffee Cameleon,3.14,Carla,Forluniau
227,1/16/14,Hallowed Grounds,18.23,Anda,Ribera
228,1/16/14,Hallowed Grounds,4.6,Rachel,Pantanal
229,1/16/14,Brew've Been Served,11.21,Linda,Lagos
230,1/16/14,Katerina’s Café,39.74,Ruscella,Mies Haber
231,1/16/14,Hippokampos,13.05,Anda,Ribera
232,1/16/14,Abila Zacharo,24.38,Mat,Bramar
233,1/16/14,Katerina’s Café,38.32,Cornelia,Lais
234,1/16/14,Kalami Kafenion,9.27,Dante,Coginian
235,1/16/14,Ouzeri Elian,8.52,Carla,Forluniau
236,1/16/14,Ouzeri Elian,8.47,Varro,Awelon
237,1/16/14,Ouzeri Elian,31.21,Rachel,Pantanal
238,1/16/14,Guy's Gyros,36.48,Emile,Arpa
239,1/16/14,Octavio's Office Supplies,131.01,Cornelia,Lais
240,1/16/14,Katerina’s Café,13.68,Linda,Lagos
241,1/16/14,Katerina’s Café,29.3,Ruscella,Mies Haber
242,1/16/14,Albert's Fine Clothing,283.38,Varro,Awelon
243,1/16/14,Katerina’s Café,18.79,Emile,Arpa
244,1/16/14,Ouzeri Elian,22.65,Rachel,Pantanal
245,1/16/14,Katerina’s Café,35.43,Carla,Forluniau
246,1/16/14,Katerina’s Café,30.56,Dante,Coginian
247,1/16/14,Frydos Autosupply n' More,130.01,Mat,Bramar
248,1/17/14,Brew've Been Served,11.69,Cornelia,Lais
249,1/17/14,Brew've Been Served,8.07,Mat,Bramar
250,1/17/14,Coffee Shack,19.16,Varro,Awelon
251,1/17/14,Hallowed Grounds,5.52,Anda,Ribera
252,1/17/14,Coffee Cameleon,7.49,Carla,Forluniau
253,1/17/14,Brew've Been Served,18.15,Ruscella,Mies Haber
254,1/17/14,Brew've Been Served,14.58,Linda,Lagos
255,1/17/14,Hippokampos,38.21,Carla,Forluniau
256,1/17/14,Gelatogalore,18.1,Rachel,Pantanal
257,1/17/14,Hippokampos,23.54,Anda,Ribera
258,1/17/14,Kalami Kafenion,24.21,Linda,Lagos
259,1/17/14,Guy's Gyros,15.12,Dante,Coginian
260,1/17/14,Guy's Gyros,21.1,Varro,Awelon
261,1/17/14,Abila Zacharo,11.95,Cornelia,Lais
262,1/17/14,Katerina’s Café,30.72,Mat,Bramar
263,1/17/14,Ouzeri Elian,26.1,Emile,Arpa
264,1/17/14,Katerina’s Café,21.16,Carla,Forluniau
265,1/17/14,Hippokampos,19.76,Varro,Awelon
266,1/17/14,Frydos Autosupply n' More,124.52,Mat,Bramar
267,1/17/14,Katerina’s Café,14.93,Emile,Arpa
268,1/17/14,Katerina’s Café,36.12,Dante,Coginian
269,1/17/14,Ouzeri Elian,26.4,Rachel,Pantanal
270,1/17/14,Katerina’s Café,33.73,Ruscella,Mies Haber
271,1/17/14,Frydos Autosupply n' More,67.29,Cornelia,Lais
272,1/18/14,Katerina’s Café,34.54,Anda,Ribera
273,1/18/14,Kalami Kafenion,30.12,Cornelia,Lais
274,1/18/14,Kalami Kafenion,42.73,Dante,Coginian
275,1/18/14,Gelatogalore,24.38,Rachel,Pantanal
276,1/18/14,Katerina’s Café,37.26,Linda,Lagos
277,1/18/14,Frydos Autosupply n' More,103.41,Cornelia,Lais
278,1/18/14,Albert's Fine Clothing,189.52,Anda,Ribera
279,1/18/14,Frydos Autosupply n' More,234.53,Ruscella,Mies Haber
280,1/18/14,Guy's Gyros,28.07,Cornelia,Lais
281,1/18/14,Ouzeri Elian,14.9,Rachel,Pantanal
282,1/18/14,Katerina’s Café,32.68,Carla,Forluniau
283,1/18/14,Katerina’s Café,45.88,Linda,Lagos
284,1/18/14,Hippokampos,55.03,Varro,Awelon
285,1/6/14,Albert's Fine Clothing,276.9,Lucas,Alcazar
286,1/6/14,Hallowed Grounds,8.05,Lucas,Alcazar
287,1/6/14,Bean There Done That,10.28,Lars,Azada
288,1/6/14,Guy's Gyros,15.44,Lars,Azada
289,1/6/14,Hippokampos,21.33,Lars,Azada
290,1/6/14,Bean There Done That,16.09,Felix,Balas
291,1/6/14,Guy's Gyros,30.82,Felix,Balas
292,1/6/14,Abila Zacharo,30.08,Ingrid,Barranco
293,1/6/14,Brewed Awakenings,5.72,Ingrid,Barranco
294,1/6/14,Hippokampos,17.27,Ingrid,Barranco
295,1/6/14,Jack's Magical Beans,11.03,Isak,Baza
296,1/6/14,Katerina’s Café,18.56,Isak,Baza
297,1/6/14,Coffee Cameleon,8.73,Linnea,Bergen
298,1/6/14,Gelatogalore,12.74,Linnea,Bergen
299,1/6/14,Katerina’s Café,23.63,Linnea,Bergen
300,1/6/14,Brew've Been Served,18.24,Loreto,Bodrogi
301,1/6/14,Katerina’s Café,39.41,Loreto,Bodrogi
302,1/6/14,Brewed Awakenings,16.89,Isande,Borrasca
303,1/6/14,Ouzeri Elian,38.9,Isande,Borrasca
304,1/6/14,Gelatogalore,22.64,Nils,Calixto
305,1/6/14,Bean There Done That,8.54,Axel,Calzas
306,1/6/14,Hippokampos,8.64,Axel,Calzas
307,1/6/14,Hippokampos,26.8,Axel,Calzas
308,1/6/14,Brewed Awakenings,4.35,Ada,Campo-Corrente
309,1/6/14,Hippokampos,20.61,Ada,Campo-Corrente
310,1/6/14,Bean There Done That,5.24,Gustav,Cazar
311,1/6/14,Hippokampos,35.34,Gustav,Cazar
312,1/6/14,Abila Zacharo,18.11,Hideki,Cocinaro
313,1/6/14,Guy's Gyros,15.29,Hideki,Cocinaro
314,1/6/14,Hallowed Grounds,12.22,Hideki,Cocinaro
315,1/6/14,Hallowed Grounds,10.07,Lidelse,Dedos
316,1/6/14,Katerina’s Café,13.59,Lidelse,Dedos
317,1/6/14,Katerina’s Café,12.32,Lidelse,Dedos
318,1/6/14,Brew've Been Served,8.88,Inga,Ferro
319,1/6/14,Gelatogalore,23.41,Inga,Ferro
320,1/6/14,Guy's Gyros,28.94,Inga,Ferro
321,1/6/14,Brew've Been Served,4.24,Sven,Flecha
322,1/6/14,Guy's Gyros,16.92,Sven,Flecha
323,1/6/14,Guy's Gyros,39.29,Sven,Flecha
324,1/6/14,Hallowed Grounds,16.72,Birgitta,Frente
325,1/6/14,Katerina’s Café,32.64,Birgitta,Frente
326,1/6/14,Bean There Done That,4.27,Vira,Frente
327,1/6/14,Hippokampos,25.5,Vira,Frente
328,1/6/14,Ouzeri Elian,20.4,Vira,Frente
329,1/6/14,Brew've Been Served,8.33,Stenig,Fusil
330,1/6/14,Guy's Gyros,37.82,Stenig,Fusil
331,1/6/14,Ouzeri Elian,20.56,Stenig,Fusil
332,1/6/14,Carlyle Chemical Inc.,3959.66,Albina,Hafon
333,1/6/14,Abila Airport,4540.08,Albina,Hafon
334,1/6/14,Abila Airport,777.06,Albina,Hafon
335,1/6/14,Kronos Pipe and Irrigation,242.21,Albina,Hafon
336,1/6/14,Maximum Iron and Steel,2859.51,Albina,Hafon
337,1/6/14,Ouzeri Elian,16.84,Albina,Hafon
338,1/6/14,Brew've Been Served,14.97,Kanon,Herrero
339,1/6/14,Brew've Been Served,3.67,Varja,Lagos
340,1/6/14,Guy's Gyros,22.57,Varja,Lagos
341,1/6/14,Kalami Kafenion,30.1,Varja,Lagos
342,1/6/14,U-Pump,59.51,Varja,Lagos
343,1/6/14,Abila Airport,612.47,Henk,Mies
344,1/6/14,Albert's Fine Clothing,121.76,Minke,Mies
345,1/6/14,Brew've Been Served,15.58,Minke,Mies
346,1/6/14,Kalami Kafenion,22.31,Minke,Mies
347,1/6/14,Nationwide Refinery,761.64,Cecilia,Morluniau
348,1/6/14,Stewart and Sons Fabrication,2144.62,Cecilia,Morluniau
349,1/6/14,Coffee Cameleon,11.86,Adra,Nubarron
350,1/6/14,Frydos Autosupply n' More,197.32,Adra,Nubarron
351,1/6/14,Frydos Autosupply n' More,274.98,Marin,Onda
352,1/6/14,Guy's Gyros,11.22,Marin,Onda
353,1/6/14,Abila Zacharo,50.14,Elsa,Orilla
354,1/6/14,Frydos Autosupply n' More,253.87,Elsa,Orilla
355,1/6/14,Jack's Magical Beans,18.59,Elsa,Orilla
356,1/6/14,Gelatogalore,36.33,Kare,Orilla
357,1/6/14,Hallowed Grounds,10.66,Kare,Orilla
358,1/6/14,Katerina’s Café,26.1,Kare,Orilla
359,1/6/14,Abila Zacharo,23.15,Hennie,Osvaldo
360,1/6/14,Brew've Been Served,12.83,Hennie,Osvaldo
361,1/6/14,Katerina’s Café,17.92,Hennie,Osvaldo
362,1/6/14,Coffee Cameleon,8.39,Bertrand,Ovan
363,1/6/14,Katerina’s Café,15.52,Bertrand,Ovan
364,1/6/14,Ouzeri Elian,30.87,Bertrand,Ovan
365,1/6/14,Brew've Been Served,5.66,Felix,Resumir
366,1/6/14,Guy's Gyros,11.94,Felix,Resumir
367,1/6/14,Katerina’s Café,19.65,Felix,Resumir
368,1/6/14,Jack's Magical Beans,7.84,Orhan,Strum
369,1/6/14,Brew've Been Served,16.9,Brand,Tempestad
370,1/6/14,Ouzeri Elian,34.71,Brand,Tempestad
371,1/6/14,Brew've Been Served,11.34,Edvard,Vann
372,1/6/14,Hippokampos,13.26,Edvard,Vann
373,1/6/14,Abila Zacharo,12.05,Isia,Vann
374,1/6/14,Brew've Been Served,10.68,Isia,Vann
375,1/6/14,Shoppers' Delight,293.67,Isia,Vann
376,1/6/14,Guy's Gyros,19.67,Willem,Vasco-Pais
377,1/6/14,Jack's Magical Beans,18.1,Willem,Vasco-Pais
378,1/7/14,Gelatogalore,21.52,Lucas,Alcazar
379,1/7/14,Hallowed Grounds,4.44,Lucas,Alcazar
380,1/7/14,Ouzeri Elian,25.27,Lucas,Alcazar
381,1/7/14,Abila Zacharo,13.52,Lars,Azada
382,1/7/14,Bean There Done That,11.25,Lars,Azada
383,1/7/14,Hippokampos,11.56,Lars,Azada
384,1/7/14,Guy's Gyros,10.11,Felix,Balas
385,1/7/14,Abila Zacharo,12.72,Ingrid,Barranco
386,1/7/14,Hippokampos,15.85,Ingrid,Barranco
387,1/7/14,Abila Zacharo,22.25,Isak,Baza
388,1/7/14,Jack's Magical Beans,3.68,Isak,Baza
389,1/7/14,Coffee Cameleon,7.66,Linnea,Bergen
390,1/7/14,Gelatogalore,34.04,Linnea,Bergen
391,1/7/14,Katerina’s Café,19.49,Linnea,Bergen
392,1/7/14,Brewed Awakenings,4.84,Loreto,Bodrogi
393,1/7/14,Guy's Gyros,22.33,Loreto,Bodrogi
394,1/7/14,Hippokampos,31.69,Loreto,Bodrogi
395,1/7/14,Brewed Awakenings,11.59,Isande,Borrasca
396,1/7/14,Guy's Gyros,34.09,Isande,Borrasca
397,1/7/14,Hippokampos,21.2,Isande,Borrasca
398,1/7/14,Hallowed Grounds,14.05,Nils,Calixto
399,1/7/14,Katerina’s Café,22.27,Nils,Calixto
400,1/7/14,Katerina’s Café,14.75,Nils,Calixto
401,1/7/14,Bean There Done That,13.89,Axel,Calzas
402,1/7/14,Hippokampos,20.17,Axel,Calzas
403,1/7/14,Kalami Kafenion,22.83,Axel,Calzas
404,1/7/14,Brewed Awakenings,6.72,Ada,Campo-Corrente
405,1/7/14,Gelatogalore,35.06,Ada,Campo-Corrente
406,1/7/14,Hippokampos,22.18,Ada,Campo-Corrente
407,1/7/14,Bean There Done That,8.03,Gustav,Cazar
408,1/7/14,Hippokampos,10.19,Gustav,Cazar
409,1/7/14,Hallowed Grounds,18.97,Hideki,Cocinaro
410,1/7/14,Kalami Kafenion,22.14,Hideki,Cocinaro
411,1/7/14,Gelatogalore,31.77,Lidelse,Dedos
412,1/7/14,Abila Zacharo,25.9,Inga,Ferro
413,1/7/14,Guy's Gyros,14.87,Inga,Ferro
414,1/7/14,Brew've Been Served,5.08,Sven,Flecha
415,1/7/14,Guy's Gyros,22.25,Sven,Flecha
416,1/7/14,Kalami Kafenion,25.9,Sven,Flecha
417,1/7/14,Guy's Gyros,12.57,Birgitta,Frente
418,1/7/14,Hallowed Grounds,9.92,Birgitta,Frente
419,1/7/14,Katerina’s Café,17.26,Birgitta,Frente
420,1/7/14,Albert's Fine Clothing,228.36,Vira,Frente
421,1/7/14,Bean There Done That,6.25,Vira,Frente
422,1/7/14,Ouzeri Elian,24.84,Vira,Frente
423,1/7/14,Guy's Gyros,11.31,Stenig,Fusil
424,1/7/14,Abila Airport,3840.37,Benito,Hawelon
425,1/7/14,Stewart and Sons Fabrication,1200.9,Benito,Hawelon
426,1/7/14,Brew've Been Served,11.92,Kanon,Herrero
427,1/7/14,Brew've Been Served,9.06,Varja,Lagos
428,1/7/14,Guy's Gyros,31.23,Varja,Lagos
429,1/7/14,Katerina’s Café,31.41,Varja,Lagos
430,1/7/14,Abila Airport,124.89,Henk,Mies
431,1/7/14,Abila Airport,3411.29,Henk,Mies
432,1/7/14,Brew've Been Served,3,Minke,Mies
433,1/7/14,Katerina’s Café,10.9,Minke,Mies
434,1/7/14,Carlyle Chemical Inc.,3827.2,Valeria,Morlun
435,1/7/14,Katerina’s Café,19.07,Valeria,Morlun
436,1/7/14,Nationwide Refinery,1562.66,Valeria,Morlun
437,1/7/14,Nationwide Refinery,1347.36,Cecilia,Morluniau
438,1/7/14,Stewart and Sons Fabrication,1783.33,Cecilia,Morluniau
439,1/7/14,Kronos Pipe and Irrigation,3920.82,Irene,Nant
440,1/7/14,Maximum Iron and Steel,3207.31,Irene,Nant
441,1/7/14,Coffee Cameleon,11.55,Adra,Nubarron
442,1/7/14,Katerina’s Café,10.07,Adra,Nubarron
443,1/7/14,Ouzeri Elian,29.1,Adra,Nubarron
444,1/7/14,Hallowed Grounds,7.88,Marin,Onda
445,1/7/14,Katerina’s Café,18.35,Marin,Onda
446,1/7/14,Jack's Magical Beans,18.77,Elsa,Orilla
447,1/7/14,Kalami Kafenion,45.05,Elsa,Orilla
448,1/7/14,Ouzeri Elian,11.41,Elsa,Orilla
