AutoID,timestamp,location,price,FirstName,LastName
93,1/6/14 15:39,Abila Airport,612.47,Henk,Mies
94,1/6/14 17:28,U-Pump,59.51,Varja,Lagos
95,1/6/14 18:56,Katerina’s Café,78.65,Linda,Lagos
96,1/6/14 19:08,Katerina’s Café,26.46,Emile,Arpa
97,1/6/14 19:18,Guy's Gyros,39.29,Sven,Flecha
98,1/6/14 19:50,Frydos Autosupply n' More,273.87,Elsa,Orilla
99,1/6/14 20:07,Katerina’s Café,23.63,Linnea,Bergen
100,1/6/14 20:08,Katerina’s Café,12.32,Lidelse,Dedos
101,1/6/14 20:09,Guy's Gyros,11.94,Felix,Resumir
102,1/6/14 20:12,Frydos Autosupply n' More,80.85,Dante,Coginian
103,1/6/14 20:13,Guy's Gyros,22.57,Varja,Lagos
104,1/6/14 20:15,Guy's Gyros,117.82,Stenig,Fusil
105,1/6/14 20:15,Frydos Autosupply n' More,175.87,Cornelia,Lais
106,1/6/14 20:19,Katerina’s Café,21.66,Carla,Forluniau
107,1/6/14 20:20,Hippokampos,35.34,Gustav,Cazar
108,1/6/14 20:24,Guy's Gyros,28.94,Inga,Ferro
109,1/6/14 20:26,Albert's Fine Clothing,276.9,Lucas,Alcazar
110,1/6/14 20:28,Guy's Gyros,95.29,Hideki,Cocinaro
111,1/6/14 20:29,Hippokampos,85.5,Vira,Frente
112,1/6/14 20:29,Katerina’s Café,17.92,Hennie,Osvaldo
113,1/6/14 20:30,Katerina’s Café,28,Anda,Ribera
114,1/6/14 20:33,Katerina’s Café,15.52,Bertrand,Ovan
115,1/6/14 20:36,Hippokampos,26.8,Axel,Calzas
116,1/6/14 20:46,Hippokampos,24.41,Varro,Awelon
117,1/6/14 20:46,Hippokampos,21.33,Lars,Azada
118,1/6/14 20:47,Frydos Autosupply n' More,149.3,Ruscella,Mies Haber
119,1/6/14 20:49,Shoppers' Delight,293.67,Isia,Vann
120,1/6/14 20:52,Hippokampos,17.27,Ingrid,Barranco
121,1/6/14 20:59,Katerina’s Café,26.1,Kare,Orilla
122,1/6/14 21:03,Katerina’s Café,10.72,Birgitta,Frente
123,1/6/14 21:03,Albert's Fine Clothing,121.76,Minke,Mies
124,1/6/14 21:11,Hippokampos,28.14,Orhan,Strum
125,1/6/14 21:12,Katerina’s Café,26.51,Mat,Bramar
126,1/6/14 21:23,Frydos Autosupply n' More,197.32,Adra,Nubarron
127,1/6/14 21:32,Frydos Autosupply n' More,314.98,Marin,Onda
128,1/6/14 21:52,Hippokampos,20.61,Ada,Campo-Corrente
129,1/7/14 7:27,Brew've Been Served,5.08,Sven,Flecha
130,1/7/14 7:31,Brew've Been Served,12.74,Cornelia,Lais
131,1/7/14 7:33,Brew've Been Served,7.09,Edvard,Vann
132,1/7/14 7:35,Hallowed Grounds,14.05,Nils,Calixto
133,1/7/14 7:37,Hallowed Grounds,8.91,Emile,Arpa
134,1/7/14 7:41,Hallowed Grounds,19.59,Lidelse,Dedos
135,1/7/14 7:45,Brew've Been Served,19.6,Stenig,Fusil
136,1/7/14 7:46,Hallowed Grounds,84.44,Lucas,Alcazar
137,1/7/14 7:46,Coffee Cameleon,9.1,Bertrand,Ovan
138,1/7/14 7:47,Hallowed Grounds,7.88,Marin,Onda
139,1/7/14 7:48,Hallowed Grounds,18.97,Hideki,Cocinaro
140,1/7/14 7:49,Coffee Cameleon,27.66,Linnea,Bergen
141,1/7/14 7:50,Brew've Been Served,4.39,Ruscella,Mies Haber
142,1/7/14 7:50,Hallowed Grounds,9.61,Kare,Orilla
143,1/7/14 7:52,Brew've Been Served,3,Minke,Mies
144,1/7/14 7:54,Brew've Been Served,11.92,Kanon,Herrero
145,1/7/14 7:55,Brew've Been Served,69.06,Varja,Lagos
146,1/7/14 7:56,Brew've Been Served,98.53,Brand,Tempestad
147,1/7/14 7:57,Hallowed Grounds,10.33,Anda,Ribera
148,1/7/14 7:58,Brew've Been Served,17.4,Dante,Coginian
149,1/7/14 8:00,Brew've Been Served,11.91,Mat,Bramar
150,1/7/14 8:00,Coffee Cameleon,11.55,Adra,Nubarron
151,1/7/14 8:01,Coffee Cameleon,52.44,Carla,Forluniau
152,1/7/14 8:01,Hallowed Grounds,9.92,Birgitta,Frente
153,1/7/14 8:01,Hallowed Grounds,68.42,Rachel,Pantanal
154,1/7/14 8:02,Brew've Been Served,14.49,Hennie,Osvaldo
155,1/7/14 8:06,Brew've Been Served,3.03,Inga,Ferro
156,1/7/14 8:09,Brew've Been Served,15.66,Linda,Lagos
157,1/7/14 8:18,Brew've Been Served,47.74,Felix,Resumir
158,1/7/14 9:17,Abila Airport,3840.37,Benito,Hawelon
159,1/7/14 10:05,Stewart and Sons Fabrication,1200.9,Benito,Hawelon
160,1/7/14 10:11,Nationwide Refinery,1347.36,Cecilia,Morluniau
161,1/7/14 11:31,Stewart and Sons Fabrication,1843.33,Cecilia,Morluniau
162,1/7/14 11:39,Nationwide Refinery,1562.66,Valeria,Morlun
163,1/7/14 12:00,Coffee Shack,16.63,Varro,Awelon
164,1/7/14 12:00,Bean There Done That,51.25,Lars,Azada
165,1/7/14 12:00,Brewed Awakenings,12.17,Ingrid,Barranco
166,1/7/14 12:00,Jack's Magical Beans,23.68,Isak,Baza
167,1/7/14 12:00,Brewed Awakenings,64.84,Loreto,Bodrogi
168,1/7/14 12:00,Brewed Awakenings,71.59,Isande,Borrasca
169,1/7/14 12:00,Bean There Done That,53.89,Axel,Calzas
170,1/7/14 12:00,Brewed Awakenings,6.72,Ada,Campo-Corrente
171,1/7/14 12:00,Bean There Done That,8.03,Gustav,Cazar
172,1/7/14 12:00,Bean There Done That,46.25,Vira,Frente
173,1/7/14 12:00,Jack's Magical Beans,18.77,Elsa,Orilla
174,1/7/14 12:00,Jack's Magical Beans,19.61,Orhan,Strum
175,1/7/14 12:00,Jack's Magical Beans,69.84,Willem,Vasco-Pais
176,1/7/14 12:02,Nationwide Refinery,1071.04,Benito,Hawelon
177,1/7/14 12:29,Abila Airport,124.89,Henk,Mies
178,1/7/14 13:08,Katerina’s Café,59.07,Valeria,Morlun
179,1/7/14 13:13,Guy's Gyros,29.57,Orhan,Strum
180,1/7/14 13:20,Abila Zacharo,13.52,Lars,Azada
181,1/7/14 13:20,Gelatogalore,35.06,Ada,Campo-Corrente
182,1/7/14 13:20,Guy's Gyros,38.56,Isia,Vann
183,1/7/14 13:24,Kalami Kafenion,45.05,Kanon,Herrero
184,1/7/14 13:24,Kalami Kafenion,11.64,Ruscella,Mies Haber
185,1/7/14 13:25,Abila Zacharo,82.25,Isak,Baza
186,1/7/14 13:29,Ouzeri Elian,29.1,Adra,Nubarron
187,1/7/14 13:30,Gelatogalore,51.64,Marin,Onda
188,1/7/14 13:32,Ouzeri Elian,28.37,Mat,Bramar
189,1/7/14 13:33,Abila Zacharo,52.72,Ingrid,Barranco
190,1/7/14 13:33,Gelatogalore,34.04,Linnea,Bergen
191,1/7/14 13:33,Katerina’s Café,22.27,Nils,Calixto
192,1/7/14 13:33,Guy's Gyros,11.31,Stenig,Fusil
193,1/7/14 13:33,Kalami Kafenion,18.06,Edvard,Vann
194,1/7/14 13:34,Ouzeri Elian,64.84,Vira,Frente
195,1/7/14 13:35,Gelatogalore,8.98,Willem,Vasco-Pais
196,1/7/14 13:37,Gelatogalore,21.52,Lucas,Alcazar
197,1/7/14 13:39,Gelatogalore,17.21,Hennie,Osvaldo
198,1/7/14 13:41,Katerina’s Café,51.41,Varja,Lagos
199,1/7/14 13:41,Abila Zacharo,17.81,Brand,Tempestad
200,1/7/14 13:42,Ouzeri Elian,97.71,Cornelia,Lais
201,1/7/14 13:44,Abila Zacharo,32.4,Carla,Forluniau
202,1/7/14 13:45,Kalami Kafenion,22.83,Axel,Calzas
203,1/7/14 13:46,Guy's Gyros,10.11,Felix,Balas
204,1/7/14 13:46,Kalami Kafenion,22.14,Hideki,Cocinaro
205,1/7/14 13:49,Gelatogalore,36.5,Rachel,Pantanal
206,1/7/14 13:50,Ouzeri Elian,21.85,Linda,Lagos
207,1/7/14 13:52,Gelatogalore,71.77,Lidelse,Dedos
208,1/7/14 13:53,Hippokampos,51.69,Loreto,Bodrogi
209,1/7/14 13:54,Gelatogalore,88.97,Bertrand,Ovan
210,1/7/14 13:55,Abila Zacharo,65.9,Inga,Ferro
211,1/7/14 13:56,Ouzeri Elian,16.2,Gustav,Cazar
212,1/7/14 13:57,Katerina’s Café,37.44,Dante,Coginian
213,1/7/14 13:57,Gelatogalore,15.4,Anda,Ribera
214,1/7/14 14:00,Hippokampos,76.11,Kare,Orilla
215,1/7/14 14:07,Katerina’s Café,10.9,Minke,Mies
216,1/7/14 14:09,Guy's Gyros,12.57,Birgitta,Frente
217,1/7/14 14:09,Ouzeri Elian,59.51,Felix,Resumir
218,1/7/14 14:11,Hippokampos,37.57,Emile,Arpa
219,1/7/14 14:16,Abila Scrapyard,2149.28,Dylan,Scozzese
220,1/7/14 14:19,Kronos Pipe and Irrigation,3920.82,Irene,Nant
221,1/7/14 14:34,Carlyle Chemical Inc.,4803.13,Valeria,Morlun
222,1/7/14 15:03,Stewart and Sons Fabrication,962.2,Dylan,Scozzese
223,1/7/14 15:20,Maximum Iron and Steel,3207.31,Irene,Nant
224,1/7/14 15:41,Abila Airport,3411.29,Henk,Mies
225,1/7/14 16:24,Nationwide Refinery,889.58,Dylan,Scozzese
226,1/7/14 19:45,Guy's Gyros,14.87,Inga,Ferro
227,1/7/14 19:48,Guy's Gyros,31.23,Varja,Lagos
228,1/7/14 20:01,Hippokampos,20.17,Axel,Calzas
229,1/7/14 20:02,Hippokampos,11.56,Lars,Azada
230,1/7/14 20:04,Albert's Fine Clothing,308.36,Vira,Frente
231,1/7/14 20:09,Katerina’s Café,19.49,Linnea,Bergen
232,1/7/14 20:10,Albert's Fine Clothing,78.91,Varro,Awelon
233,1/7/14 20:10,Guy's Gyros,42.25,Sven,Flecha
234,1/7/14 20:10,Guy's Gyros,26.82,Edvard,Vann
235,1/7/14 20:11,Katerina’s Café,10.07,Adra,Nubarron
236,1/7/14 20:11,Guy's Gyros,76.71,Brand,Tempestad
237,1/7/14 20:12,Katerina’s Café,55.63,Lidelse,Dedos
238,1/7/14 20:13,Katerina’s Café,94.75,Nils,Calixto
239,1/7/14 20:13,Katerina’s Café,65.02,Dante,Coginian
240,1/7/14 20:14,Guy's Gyros,62.33,Loreto,Bodrogi
241,1/7/14 20:15,Ouzeri Elian,11.41,Elsa,Orilla
242,1/7/14 20:18,Katerina’s Café,31.6,Linda,Lagos
243,1/7/14 20:19,Guy's Gyros,89.76,Isia,Vann
244,1/7/14 20:20,Frydos Autosupply n' More,312.73,Felix,Resumir
245,1/7/14 20:32,Katerina’s Café,19.53,Bertrand,Ovan
246,1/7/14 20:33,Katerina’s Café,17.26,Birgitta,Frente
247,1/7/14 20:33,Katerina’s Café,25.54,Anda,Ribera
248,1/7/14 20:34,Hippokampos,70.19,Gustav,Cazar
249,1/7/14 20:34,Guy's Gyros,23.12,Cornelia,Lais
250,1/7/14 20:47,Katerina’s Café,32.83,Kare,Orilla
251,1/7/14 20:49,Ouzeri Elian,20.53,Rachel,Pantanal
252,1/7/14 20:51,Hippokampos,32.99,Orhan,Strum
253,1/7/14 21:01,Katerina’s Café,33.29,Hennie,Osvaldo
254,1/7/14 21:03,Hippokampos,21.2,Isande,Borrasca
255,1/7/14 21:17,Hippokampos,37.88,Willem,Vasco-Pais
256,1/7/14 21:19,Katerina’s Café,18.35,Marin,Onda
257,1/7/14 21:21,Hippokampos,35.85,Ingrid,Barranco
258,1/7/14 21:51,Hippokampos,22.18,Ada,Campo-Corrente
259,1/8/14 7:31,Brew've Been Served,15.66,Isia,Vann
260,1/8/14 7:39,Hallowed Grounds,12.19,Hideki,Cocinaro
261,1/8/14 7:39,Hallowed Grounds,8.15,Lidelse,Dedos
262,1/8/14 7:39,Hallowed Grounds,8.28,Marin,Onda
263,1/8/14 7:40,Hallowed Grounds,5.85,Emile,Arpa
264,1/8/14 7:42,Brew've Been Served,3.09,Mat,Bramar
265,1/8/14 7:43,Hallowed Grounds,3.4,Birgitta,Frente
266,1/8/14 7:47,Hallowed Grounds,3.11,Kare,Orilla
267,1/8/14 7:48,Brew've Been Served,32.92,Loreto,Bodrogi
268,1/8/14 7:48,Brew've Been Served,8.27,Stenig,Fusil
269,1/8/14 7:48,Brew've Been Served,19.17,Brand,Tempestad
270,1/8/14 7:50,Brew've Been Served,33.68,Hennie,Osvaldo
271,1/8/14 7:50,Hallowed Grounds,3.9,Rachel,Pantanal
272,1/8/14 7:51,Coffee Cameleon,6.59,Linnea,Bergen
273,1/8/14 7:52,Coffee Cameleon,12.26,Bertrand,Ovan
274,1/8/14 7:55,Hallowed Grounds,79.92,Nils,Calixto
275,1/8/14 7:55,Brew've Been Served,91.87,Varja,Lagos
276,1/8/14 7:56,Hallowed Grounds,12.86,Lucas,Alcazar
277,1/8/14 7:57,Brew've Been Served,74.88,Cornelia,Lais
278,1/8/14 7:57,Hallowed Grounds,11.63,Anda,Ribera
279,1/8/14 7:58,Brew've Been Served,8.4,Ruscella,Mies Haber
280,1/8/14 7:59,Coffee Cameleon,15.71,Adra,Nubarron
281,1/8/14 8:00,Brew've Been Served,32.3,Edvard,Vann
282,1/8/14 8:01,Brew've Been Served,3.92,Dante,Coginian
283,1/8/14 8:01,Brew've Been Served,17.13,Inga,Ferro
284,1/8/14 8:01,Brew've Been Served,3.42,Sven,Flecha
285,1/8/14 8:03,Brew've Been Served,10.15,Felix,Resumir
286,1/8/14 8:09,Brew've Been Served,11.48,Linda,Lagos
287,1/8/14 8:16,Brew've Been Served,7.26,Kanon,Herrero
288,1/8/14 8:18,Brew've Been Served,6.3,Minke,Mies
289,1/8/14 8:22,Coffee Cameleon,16.17,Carla,Forluniau
290,1/8/14 9:43,Carlyle Chemical Inc.,3048.31,Valeria,Morlun
291,1/8/14 9:54,Nationwide Refinery,4513.16,Adan,Morlun
292,1/8/14 10:14,Nationwide Refinery,3674.32,Cecilia,Morluniau
293,1/8/14 11:28,Stewart and Sons Fabrication,1738.26,Adan,Morlun
294,1/8/14 11:58,Stewart and Sons Fabrication,1673.77,Cecilia,Morluniau
295,1/8/14 12:00,Coffee Shack,13.13,Varro,Awelon
296,1/8/14 12:00,Bean There Done That,17.45,Lars,Azada
297,1/8/14 12:00,Bean There Done That,12.07,Felix,Balas
298,1/8/14 12:00,Brewed Awakenings,11.73,Ingrid,Barranco
299,1/8/14 12:00,Jack's Magical Beans,3.96,Isak,Baza
300,1/8/14 12:00,Brewed Awakenings,12.32,Isande,Borrasca
301,1/8/14 12:00,Bean There Done That,8.06,Axel,Calzas
302,1/8/14 12:00,Brewed Awakenings,15.03,Ada,Campo-Corrente
303,1/8/14 12:00,Bean There Done That,94.96,Gustav,Cazar
304,1/8/14 12:00,Jack's Magical Beans,18.78,Elsa,Orilla
305,1/8/14 12:00,Jack's Magical Beans,12.37,Orhan,Strum
306,1/8/14 12:00,Jack's Magical Beans,31.25,Willem,Vasco-Pais
307,1/8/14 12:29,Frank's Fuel,65.34,Loreto,Bodrogi
308,1/8/14 12:45,Abila Airport,2723.18,Henk,Mies
309,1/8/14 12:56,Chostus Hotel,107.51,Isande,Borrasca
310,1/8/14 13:03,Carlyle Chemical Inc.,4983.52,Irene,Nant
311,1/8/14 13:10,Abila Zacharo,22.13,Ruscella,Mies Haber
312,1/8/14 13:12,Hippokampos,26.55,Ada,Campo-Corrente
313,1/8/14 13:15,Hippokampos,9.03,Edvard,Vann
314,1/8/14 13:19,Katerina’s Café,29.26,Valeria,Morlun
315,1/8/14 13:19,Chostus Hotel,111.89,Brand,Tempestad
316,1/8/14 13:21,Ouzeri Elian,109.73,Orhan,Strum
317,1/8/14 13:23,Abila Zacharo,36.85,Willem,Vasco-Pais
318,1/8/14 13:26,Hippokampos,16.59,Linnea,Bergen
319,1/8/14 13:27,Gelatogalore,32.79,Linda,Lagos
320,1/8/14 13:28,Katerina’s Café,8.53,Isak,Baza
321,1/8/14 13:28,Gelatogalore,20.72,Hennie,Osvaldo
322,1/8/14 13:29,Kalami Kafenion,24.08,Bertrand,Ovan
323,1/8/14 13:31,Hippokampos,37.89,Gustav,Cazar
324,1/8/14 13:32,Guy's Gyros,30.12,Sven,Flecha
325,1/8/14 13:34,Abila Zacharo,14.41,Lars,Azada
326,1/8/14 13:34,Katerina’s Café,88.98,Marin,Onda
327,1/8/14 13:38,Gelatogalore,50.36,Kanon,Herrero
328,1/8/14 13:39,Gelatogalore,119.75,Varja,Lagos
329,1/8/14 13:40,Guy's Gyros,77.9,Loreto,Bodrogi
330,1/8/14 13:41,Katerina’s Café,26.45,Adra,Nubarron
331,1/8/14 13:42,Gelatogalore,35.29,Nils,Calixto
332,1/8/14 13:42,Kalami Kafenion,22.49,Dante,Coginian
333,1/8/14 13:42,Katerina’s Café,57.04,Vira,Frente
334,1/8/14 13:43,Hippokampos,39.8,Lucas,Alcazar
335,1/8/14 13:44,Kalami Kafenion,31.96,Isia,Vann
336,1/8/14 13:45,Kalami Kafenion,23.82,Kare,Orilla
337,1/8/14 13:46,Abila Zacharo,28.25,Rachel,Pantanal
338,1/8/14 13:47,Katerina’s Café,27.05,Axel,Calzas
339,1/8/14 13:47,Gelatogalore,22.27,Carla,Forluniau
340,1/8/14 13:47,Ouzeri Elian,104.92,Cornelia,Lais
341,1/8/14 13:48,Hippokampos,28.79,Felix,Balas
342,1/8/14 13:48,Gelatogalore,116.72,Inga,Ferro
343,1/8/14 13:51,Guy's Gyros,15.86,Lidelse,Dedos
344,1/8/14 13:51,Abila Zacharo,30.85,Felix,Resumir
345,1/8/14 13:52,Kalami Kafenion,14.77,Stenig,Fusil
346,1/8/14 13:53,Abila Zacharo,16.2,Birgitta,Frente
347,1/8/14 13:57,Guy's Gyros,10.34,Minke,Mies
348,1/8/14 14:06,Katerina’s Café,22.94,Hideki,Cocinaro
349,1/8/14 14:09,Kronos Pipe and Irrigation,3615.61,Irene,Nant
350,1/8/14 14:15,Kalami Kafenion,34.98,Varro,Awelon
351,1/8/14 14:17,Gelatogalore,39.94,Mat,Bramar
352,1/8/14 14:19,Kalami Kafenion,31.43,Emile,Arpa
353,1/8/14 14:26,Carlyle Chemical Inc.,4901.88,Valeria,Morlun
354,1/8/14 15:18,Maximum Iron and Steel,3136.01,Irene,Nant
355,1/8/14 15:29,Abila Airport,2769.12,Henk,Mies
356,1/8/14 19:21,Hippokampos,10.52,Lars,Azada
357,1/8/14 19:28,Hippokampos,16.54,Isande,Borrasca
358,1/8/14 19:32,Katerina’s Café,34.25,Ruscella,Mies Haber
359,1/8/14 19:36,Guy's Gyros,15.69,Isia,Vann
360,1/8/14 19:48,Guy's Gyros,30.48,Minke,Mies
361,1/8/14 20:00,Katerina’s Café,13.83,Linda,Lagos
362,1/8/14 20:02,Hippokampos,32.66,Vira,Frente
363,1/8/14 20:07,Guy's Gyros,28.81,Sven,Flecha
364,1/8/14 20:07,Frydos Autosupply n' More,214.07,Carla,Forluniau
365,1/8/14 20:08,Guy's Gyros,33.02,Cornelia,Lais
366,1/8/14 20:08,Katerina’s Café,31.59,Marin,Onda
367,1/8/14 20:12,Ouzeri Elian,62.2,Kanon,Herrero
368,1/8/14 20:15,Guy's Gyros,99.08,Varja,Lagos
369,1/8/14 20:17,Frydos Autosupply n' More,182.56,Loreto,Bodrogi
370,1/8/14 20:17,Guy's Gyros,18.24,Brand,Tempestad
371,1/8/14 20:27,Katerina’s Café,33.31,Adra,Nubarron
372,1/8/14 20:28,Hippokampos,96.75,Varro,Awelon
373,1/8/14 20:28,Frydos Autosupply n' More,268.89,Anda,Ribera
374,1/8/14 20:31,Katerina’s Café,36.6,Nils,Calixto
375,1/8/14 20:35,Katerina’s Café,16.93,Dante,Coginian
376,1/8/14 20:42,Katerina’s Café,92.83,Bertrand,Ovan
377,1/8/14 20:45,Albert's Fine Clothing,136.01,Felix,Balas
378,1/8/14 20:49,Hippokampos,15.64,Ada,Campo-Corrente
379,1/8/14 20:53,Hippokampos,26.31,Ingrid,Barranco
380,1/8/14 20:57,Guy's Gyros,10.28,Felix,Resumir
381,1/8/14 20:58,Guy's Gyros,22.91,Inga,Ferro
382,1/8/14 21:00,General Grocer,265.84,Hideki,Cocinaro
383,1/8/14 21:02,Katerina’s Café,28.86,Mat,Bramar
384,1/8/14 21:09,Katerina’s Café,27.87,Lidelse,Dedos
385,1/8/14 21:16,Ouzeri Elian,30.81,Lucas,Alcazar
386,1/8/14 21:17,Ouzeri Elian,29.85,Isak,Baza
387,1/8/14 21:32,Hippokampos,78.99,Willem,Vasco-Pais
388,1/9/14 7:35,Coffee Cameleon,12.47,Linnea,Bergen
389,1/9/14 7:36,Brew've Been Served,70.71,Brand,Tempestad
390,1/9/14 7:37,Hallowed Grounds,17.56,Marin,Onda
391,1/9/14 7:37,Coffee Cameleon,19.99,Bertrand,Ovan
392,1/9/14 7:42,Hallowed Grounds,56.77,Hideki,Cocinaro
393,1/9/14 7:43,Brew've Been Served,5.43,Cornelia,Lais
394,1/9/14 7:46,Hallowed Grounds,75.24,Emile,Arpa
395,1/9/14 7:46,Brew've Been Served,4.4,Mat,Bramar
396,1/9/14 7:48,Brew've Been Served,5.3,Sven,Flecha
